Id,SalePrice
1461,11.892095394355625
1462,12.012516615772887
1463,12.114007525924965
1464,12.158800434816236
1465,12.090194994282484
1466,12.1010499393653
1467,12.054154575476812
1468,12.096190936890116
1469,12.051096931273301
1470,12.028392362514827
1471,12.007840021983712
1472,11.915540104412973
1473,11.896090913205692
1474,12.035445548832815
1475,11.999751398592013
1476,12.118885436794958
1477,12.100659003927388
1478,12.117836225767483
1479,12.116207543123231
1480,12.123513972270203
1481,12.185150408398975
1482,12.126474495521599
1483,12.099727386762627
1484,12.103039804784348
1485,12.082703181263918
1486,12.10309736556631
1487,12.17218171033685
1488,12.124428784002188
1489,12.056927979754441
1490,12.1041588278262
1491,12.103167993551516
1492,11.62730675078541
1493,12.021896125178278
1494,12.101940148996507
1495,12.153482784606819
1496,12.085997950502064
1497,12.145737649760195
1498,12.151442443846566
1499,12.109527600191015
1500,12.119873188316179
1501,12.02818312687092
1502,12.081130859222778
1503,12.025509005413054
1504,12.149587193677288
1505,12.131147392636255
1506,12.117170594307993
1507,12.147622306120299
1508,12.116905136973294
1509,12.03176880554538
1510,12.044101810449714
1511,12.069041269343753
1512,12.070644168115056
1513,12.091184003264729
1514,12.053279315104385
1515,12.056638824909983
1516,11.993164486754683
1517,12.019654312484569
1518,12.022545964694658
1519,12.075865952787108
1520,12.010460933672741
1521,12.022891092127264
1522,12.028540139527983
1523,11.984261262570719
1524,12.004533469372356
1525,11.923766937766372
1526,11.96243567088484
1527,11.966540173323835
1528,11.940287982579223
1529,12.086573452499819
1530,12.000561377259444
1531,11.9584649496718
1532,11.836639712222427
1533,11.914203797093878
1534,11.902079671974171
1535,11.936998836503554
1536,11.907075929219928
1537,11.56765348202315
1538,11.790828195212578
1539,11.932812674820399
1540,11.64171987377594
1541,11.96875439165786
1542,11.894971481913878
1543,11.90092695281242
1544,11.642595265933295
1545,11.927429868266156
1546,11.907063671672793
1547,11.872693737709353
1548,11.926679397512759
1549,11.923669715579145
1550,11.921705973275703
1551,11.844923321166991
1552,11.91857114833006
1553,11.89807906535612
1554,11.938946292059397
1555,12.014270219044517
1556,11.819554352897935
1557,11.760471722712326
1558,11.887331036460875
1559,11.725250681821906
1560,11.915494116838458
1561,11.842298826942583
1562,12.0096627251578
1563,12.004705394555522
1564,12.072045490423916
1565,12.03749510059888
1566,12.002997364334359
1567,11.793050314454202
1568,12.12887346171003
1569,12.02885905579848
1570,12.014785716777727
1571,11.995928413402945
1572,12.039448695253324
